dataset_index	problem_index	ProductionRequirements	MachineSetting
D9	17	"B_21,F_20,A_18,E_43,I_20,C_32,L_18,H_19,D_31,J_27"	"DARES01_A_DA1,DARES02_A_DA1,DARES03_B_DA1,DARES04_C_DA1,DARES05_C_DA2,DARES06_D_DA1,DARES07_D_DA1,DARES08_E_DA1,DARES09_E_DA2,DARES10_E_DA3,DARES11_F_DA2,DARES12_H_DA1,DARES13_H_DA2,DARES14_I_DA1,DARES15_I_DA2,DARES16_I_DA2,DARES17_J_DA1,DARES18_L_DA1,DARES19_L_DA5,DARES20_L_DA5,WBRES01_A_WB1,WBRES02_A_WB1,WBRES03_B_WB1,WBRES04_B_WB1,WBRES05_B_WB1,WBRES06_B_WB1,WBRES07_C_WB1,WBRES08_C_WB2,WBRES09_C_WB2,WBRES10_C_WB2,WBRES11_C_WB2,WBRES12_D_WB1,WBRES13_D_WB1,WBRES14_D_WB1,WBRES15_D_WB2,WBRES16_D_WB3,WBRES17_E_WB1,WBRES18_E_WB2,WBRES19_E_WB3,WBRES20_E_WB3,WBRES21_E_WB3,WBRES22_E_WB3,WBRES23_E_WB4,WBRES24_E_WB4,WBRES25_E_WB4,WBRES26_E_WB4,WBRES27_F_WB2,WBRES28_F_WB2,WBRES29_F_WB2,WBRES30_F_WB2,WBRES31_F_WB3,WBRES32_F_WB3,WBRES33_F_WB3,WBRES34_H_WB3,WBRES35_I_WB2,WBRES36_I_WB2,WBRES37_J_WB1,WBRES38_J_WB1,WBRES39_J_WB2,WBRES40_J_WB2,WBRES41_J_WB2,WBRES42_J_WB2,WBRES43_L_WB2,WBRES44_L_WB3,WBRES45_L_WB3,WBRES46_L_WB3,WBRES47_L_WB4,WBRES48_L_WB4,WBRES49_L_WB5,WBRES50_L_WB5"
D9	18	"B_20,F_20,A_21,E_39,I_20,C_32,L_21,H_21,D_30,J_27"	"DARES01_B_DA1,DARES02_C_DA1,DARES03_D_DA2,DARES04_D_DA2,DARES05_D_DA3,DARES06_E_DA3,DARES07_E_DA3,DARES08_E_DA4,DARES09_F_DA1,DARES10_F_DA2,DARES11_I_DA1,DARES12_I_DA2,DARES13_I_DA2,DARES14_I_DA2,DARES15_J_DA2,DARES16_L_DA1,DARES17_L_DA4,DARES18_L_DA5,DARES19_L_DA5,DARES20_L_DA5,WBRES01_A_WB1,WBRES02_A_WB1,WBRES03_A_WB1,WBRES04_B_WB1,WBRES05_B_WB1,WBRES06_B_WB1,WBRES07_B_WB1,WBRES08_B_WB1,WBRES09_C_WB1,WBRES10_C_WB1,WBRES11_C_WB2,WBRES12_C_WB2,WBRES13_D_WB1,WBRES14_D_WB3,WBRES15_D_WB3,WBRES16_D_WB3,WBRES17_D_WB3,WBRES18_E_WB1,WBRES19_E_WB1,WBRES20_E_WB1,WBRES21_E_WB2,WBRES22_E_WB3,WBRES23_E_WB3,WBRES24_E_WB3,WBRES25_E_WB4,WBRES26_E_WB4,WBRES27_F_WB2,WBRES28_F_WB2,WBRES29_F_WB2,WBRES30_F_WB2,WBRES31_H_WB3,WBRES32_H_WB3,WBRES33_H_WB3,WBRES34_I_WB2,WBRES35_J_WB1,WBRES36_J_WB1,WBRES37_J_WB2,WBRES38_J_WB2,WBRES39_J_WB2,WBRES40_J_WB2,WBRES41_J_WB2,WBRES42_L_WB1,WBRES43_L_WB2,WBRES44_L_WB3,WBRES45_L_WB3,WBRES46_L_WB3,WBRES47_L_WB3,WBRES48_L_WB4,WBRES49_L_WB4,WBRES50_L_WB5"
D9	19	"B_18,F_18,A_21,E_40,I_18,C_29,L_21,H_21,D_28,J_29"	"DARES01_B_DA1,DARES02_B_DA1,DARES03_C_DA1,DARES04_D_DA1,DARES05_D_DA2,DARES06_D_DA3,DARES07_E_DA2,DARES08_E_DA4,DARES09_F_DA1,DARES10_F_DA3,DARES11_H_DA1,DARES12_H_DA1,DARES13_H_DA1,DARES14_I_DA1,DARES15_I_DA1,DARES16_J_DA2,DARES17_J_DA2,DARES18_L_DA1,DARES19_L_DA4,DARES20_L_DA5,WBRES01_A_WB1,WBRES02_A_WB1,WBRES03_A_WB1,WBRES04_B_WB1,WBRES05_B_WB1,WBRES06_B_WB1,WBRES07_C_WB2,WBRES08_C_WB2,WBRES09_C_WB2,WBRES10_C_WB2,WBRES11_C_WB2,WBRES12_D_WB1,WBRES13_D_WB2,WBRES14_D_WB2,WBRES15_D_WB2,WBRES16_D_WB2,WBRES17_D_WB3,WBRES18_D_WB3,WBRES19_E_WB2,WBRES20_E_WB2,WBRES21_E_WB2,WBRES22_E_WB2,WBRES23_E_WB3,WBRES24_F_WB2,WBRES25_F_WB2,WBRES26_F_WB3,WBRES27_F_WB3,WBRES28_H_WB3,WBRES29_H_WB3,WBRES30_H_WB3,WBRES31_I_WB2,WBRES32_J_WB1,WBRES33_J_WB1,WBRES34_J_WB2,WBRES35_J_WB2,WBRES36_J_WB2,WBRES37_J_WB2,WBRES38_J_WB2,WBRES39_J_WB2,WBRES40_J_WB2,WBRES41_J_WB2,WBRES42_L_WB1,WBRES43_L_WB1,WBRES44_L_WB2,WBRES45_L_WB3,WBRES46_L_WB3,WBRES47_L_WB5,WBRES48_L_WB5,WBRES49_L_WB5,WBRES50_L_WB5"
D9	20	"B_19,F_19,A_20,E_37,I_20,C_31,L_18,H_18,D_30,J_27"	"DARES01_C_DA2,DARES02_D_DA1,DARES03_D_DA1,DARES04_D_DA1,DARES05_D_DA2,DARES06_D_DA3,DARES07_E_DA1,DARES08_E_DA2,DARES09_E_DA4,DARES10_F_DA1,DARES11_F_DA3,DARES12_H_DA1,DARES13_H_DA1,DARES14_H_DA3,DARES15_H_DA3,DARES16_I_DA1,DARES17_J_DA1,DARES18_L_DA1,DARES19_L_DA3,DARES20_L_DA5,WBRES01_B_WB1,WBRES02_B_WB1,WBRES03_B_WB1,WBRES04_C_WB1,WBRES05_C_WB1,WBRES06_C_WB1,WBRES07_C_WB1,WBRES08_C_WB2,WBRES09_C_WB2,WBRES10_C_WB2,WBRES11_D_WB1,WBRES12_D_WB1,WBRES13_D_WB1,WBRES14_D_WB2,WBRES15_D_WB2,WBRES16_D_WB2,WBRES17_D_WB3,WBRES18_D_WB3,WBRES19_D_WB3,WBRES20_D_WB3,WBRES21_E_WB1,WBRES22_E_WB2,WBRES23_E_WB2,WBRES24_E_WB2,WBRES25_E_WB2,WBRES26_E_WB3,WBRES27_E_WB3,WBRES28_F_WB2,WBRES29_F_WB2,WBRES30_F_WB3,WBRES31_F_WB3,WBRES32_F_WB3,WBRES33_H_WB3,WBRES34_H_WB3,WBRES35_I_WB2,WBRES36_I_WB2,WBRES37_I_WB2,WBRES38_J_WB1,WBRES39_J_WB2,WBRES40_J_WB2,WBRES41_L_WB3,WBRES42_L_WB3,WBRES43_L_WB3,WBRES44_L_WB3,WBRES45_L_WB4,WBRES46_L_WB4,WBRES47_L_WB5,WBRES48_L_WB5,WBRES49_L_WB5,WBRES50_L_WB5"
D9	21	"B_21,F_21,A_21,E_41,I_21,C_28,L_21,H_21,D_32,J_30"	"DARES01_A_DA1,DARES02_B_DA1,DARES03_C_DA1,DARES04_C_DA2,DARES05_D_DA1,DARES06_D_DA2,DARES07_E_DA2,DARES08_E_DA2,DARES09_E_DA3,DARES10_F_DA2,DARES11_F_DA3,DARES12_H_DA1,DARES13_H_DA2,DARES14_H_DA2,DARES15_I_DA1,DARES16_I_DA1,DARES17_I_DA2,DARES18_L_DA1,DARES19_L_DA3,DARES20_L_DA5,WBRES01_A_WB1,WBRES02_A_WB1,WBRES03_A_WB1,WBRES04_A_WB1,WBRES05_A_WB1,WBRES06_B_WB1,WBRES07_B_WB1,WBRES08_C_WB1,WBRES09_C_WB1,WBRES10_D_WB1,WBRES11_D_WB1,WBRES12_D_WB3,WBRES13_D_WB3,WBRES14_D_WB3,WBRES15_D_WB3,WBRES16_D_WB3,WBRES17_D_WB3,WBRES18_E_WB1,WBRES19_E_WB1,WBRES20_E_WB1,WBRES21_E_WB1,WBRES22_E_WB2,WBRES23_E_WB2,WBRES24_E_WB3,WBRES25_E_WB3,WBRES26_E_WB3,WBRES27_E_WB4,WBRES28_E_WB4,WBRES29_E_WB4,WBRES30_E_WB4,WBRES31_F_WB2,WBRES32_F_WB2,WBRES33_F_WB2,WBRES34_F_WB3,WBRES35_H_WB3,WBRES36_H_WB3,WBRES37_I_WB2,WBRES38_J_WB1,WBRES39_J_WB2,WBRES40_L_WB1,WBRES41_L_WB1,WBRES42_L_WB1,WBRES43_L_WB2,WBRES44_L_WB2,WBRES45_L_WB2,WBRES46_L_WB3,WBRES47_L_WB3,WBRES48_L_WB4,WBRES49_L_WB5,WBRES50_L_WB5"
D9	22	"B_20,F_20,A_20,E_43,I_18,C_29,L_21,H_18,D_29,J_27"	"DARES01_C_DA2,DARES02_D_DA2,DARES03_E_DA1,DARES04_E_DA1,DARES05_E_DA4,DARES06_E_DA4,DARES07_F_DA1,DARES08_F_DA2,DARES09_F_DA3,DARES10_F_DA3,DARES11_F_DA3,DARES12_H_DA2,DARES13_H_DA3,DARES14_I_DA1,DARES15_J_DA2,DARES16_J_DA2,DARES17_J_DA2,DARES18_L_DA1,DARES19_L_DA3,DARES20_L_DA5,WBRES01_A_WB1,WBRES02_C_WB1,WBRES03_C_WB1,WBRES04_C_WB1,WBRES05_C_WB2,WBRES06_C_WB2,WBRES07_C_WB2,WBRES08_C_WB2,WBRES09_C_WB2,WBRES10_D_WB1,WBRES11_D_WB2,WBRES12_D_WB2,WBRES13_D_WB2,WBRES14_D_WB2,WBRES15_D_WB3,WBRES16_D_WB3,WBRES17_D_WB3,WBRES18_D_WB3,WBRES19_D_WB3,WBRES20_E_WB1,WBRES21_E_WB2,WBRES22_E_WB2,WBRES23_E_WB2,WBRES24_E_WB3,WBRES25_E_WB4,WBRES26_E_WB4,WBRES27_F_WB2,WBRES28_H_WB3,WBRES29_H_WB3,WBRES30_I_WB2,WBRES31_I_WB2,WBRES32_I_WB2,WBRES33_J_WB1,WBRES34_J_WB1,WBRES35_J_WB1,WBRES36_J_WB2,WBRES37_J_WB2,WBRES38_J_WB2,WBRES39_J_WB2,WBRES40_L_WB1,WBRES41_L_WB1,WBRES42_L_WB2,WBRES43_L_WB2,WBRES44_L_WB2,WBRES45_L_WB3,WBRES46_L_WB3,WBRES47_L_WB4,WBRES48_L_WB4,WBRES49_L_WB4,WBRES50_L_WB5"
D9	23	"B_18,F_21,A_21,E_42,I_19,C_32,L_21,H_20,D_31,J_31"	"DARES01_A_DA1,DARES02_B_DA1,DARES03_B_DA1,DARES04_C_DA1,DARES05_C_DA2,DARES06_D_DA2,DARES07_D_DA3,DARES08_E_DA1,DARES09_E_DA1,DARES10_E_DA3,DARES11_E_DA3,DARES12_F_DA1,DARES13_F_DA2,DARES14_I_DA1,DARES15_I_DA1,DARES16_J_DA1,DARES17_J_DA1,DARES18_J_DA1,DARES19_L_DA1,DARES20_L_DA4,WBRES01_B_WB1,WBRES02_B_WB1,WBRES03_B_WB1,WBRES04_C_WB2,WBRES05_C_WB2,WBRES06_D_WB2,WBRES07_D_WB2,WBRES08_D_WB2,WBRES09_D_WB2,WBRES10_D_WB2,WBRES11_D_WB3,WBRES12_D_WB3,WBRES13_E_WB1,WBRES14_E_WB2,WBRES15_E_WB2,WBRES16_E_WB2,WBRES17_E_WB4,WBRES18_E_WB4,WBRES19_F_WB2,WBRES20_F_WB2,WBRES21_F_WB2,WBRES22_F_WB3,WBRES23_H_WB3,WBRES24_H_WB3,WBRES25_H_WB3,WBRES26_I_WB2,WBRES27_I_WB2,WBRES28_J_WB1,WBRES29_J_WB1,WBRES30_J_WB1,WBRES31_J_WB1,WBRES32_J_WB2,WBRES33_J_WB2,WBRES34_J_WB2,WBRES35_L_WB1,WBRES36_L_WB1,WBRES37_L_WB1,WBRES38_L_WB1,WBRES39_L_WB2,WBRES40_L_WB2,WBRES41_L_WB2,WBRES42_L_WB3,WBRES43_L_WB3,WBRES44_L_WB3,WBRES45_L_WB4,WBRES46_L_WB4,WBRES47_L_WB4,WBRES48_L_WB5,WBRES49_L_WB5,WBRES50_L_WB5"
D9	24	"B_19,F_20,A_19,E_38,I_18,C_28,L_21,H_21,D_28,J_28"	"DARES01_A_DA1,DARES02_D_DA1,DARES03_F_DA1,DARES04_F_DA2,DARES05_F_DA3,DARES06_H_DA1,DARES07_H_DA1,DARES08_H_DA3,DARES09_I_DA1,DARES10_I_DA2,DARES11_I_DA2,DARES12_J_DA1,DARES13_J_DA1,DARES14_L_DA1,DARES15_L_DA1,DARES16_L_DA3,DARES17_L_DA3,DARES18_L_DA4,DARES19_L_DA4,DARES20_L_DA5,WBRES01_A_WB1,WBRES02_A_WB1,WBRES03_B_WB1,WBRES04_B_WB1,WBRES05_C_WB1,WBRES06_C_WB1,WBRES07_C_WB1,WBRES08_C_WB1,WBRES09_C_WB1,WBRES10_C_WB2,WBRES11_D_WB1,WBRES12_D_WB1,WBRES13_D_WB2,WBRES14_D_WB3,WBRES15_D_WB3,WBRES16_D_WB3,WBRES17_E_WB1,WBRES18_E_WB1,WBRES19_E_WB1,WBRES20_E_WB1,WBRES21_E_WB2,WBRES22_E_WB2,WBRES23_E_WB2,WBRES24_E_WB2,WBRES25_E_WB2,WBRES26_E_WB4,WBRES27_E_WB4,WBRES28_F_WB2,WBRES29_F_WB3,WBRES30_H_WB3,WBRES31_H_WB3,WBRES32_H_WB3,WBRES33_I_WB2,WBRES34_I_WB2,WBRES35_I_WB2,WBRES36_I_WB2,WBRES37_J_WB1,WBRES38_J_WB1,WBRES39_J_WB1,WBRES40_J_WB2,WBRES41_J_WB2,WBRES42_L_WB1,WBRES43_L_WB1,WBRES44_L_WB1,WBRES45_L_WB2,WBRES46_L_WB2,WBRES47_L_WB3,WBRES48_L_WB4,WBRES49_L_WB5,WBRES50_L_WB5"
D9	25	"B_21,F_21,A_21,E_40,I_19,C_28,L_19,H_18,D_29,J_29"	"DARES01_B_DA1,DARES02_C_DA1,DARES03_C_DA2,DARES04_C_DA2,DARES05_D_DA2,DARES06_D_DA3,DARES07_E_DA2,DARES08_E_DA3,DARES09_F_DA2,DARES10_F_DA2,DARES11_F_DA2,DARES12_F_DA3,DARES13_H_DA1,DARES14_H_DA3,DARES15_H_DA3,DARES16_I_DA1,DARES17_I_DA2,DARES18_L_DA1,DARES19_L_DA3,DARES20_L_DA4,WBRES01_B_WB1,WBRES02_B_WB1,WBRES03_B_WB1,WBRES04_B_WB1,WBRES05_B_WB1,WBRES06_C_WB1,WBRES07_C_WB1,WBRES08_C_WB1,WBRES09_C_WB2,WBRES10_C_WB2,WBRES11_C_WB2,WBRES12_D_WB1,WBRES13_D_WB1,WBRES14_D_WB1,WBRES15_D_WB1,WBRES16_D_WB1,WBRES17_D_WB2,WBRES18_D_WB3,WBRES19_D_WB3,WBRES20_D_WB3,WBRES21_E_WB1,WBRES22_E_WB1,WBRES23_E_WB1,WBRES24_E_WB2,WBRES25_E_WB2,WBRES26_E_WB3,WBRES27_E_WB4,WBRES28_E_WB4,WBRES29_E_WB4,WBRES30_F_WB2,WBRES31_F_WB3,WBRES32_F_WB3,WBRES33_F_WB3,WBRES34_H_WB3,WBRES35_H_WB3,WBRES36_H_WB3,WBRES37_I_WB2,WBRES38_I_WB2,WBRES39_J_WB1,WBRES40_J_WB2,WBRES41_J_WB2,WBRES42_J_WB2,WBRES43_J_WB2,WBRES44_L_WB1,WBRES45_L_WB1,WBRES46_L_WB3,WBRES47_L_WB3,WBRES48_L_WB4,WBRES49_L_WB4,WBRES50_L_WB5"
D9	26	"B_18,F_20,A_20,E_39,I_19,C_28,L_18,H_21,D_31,J_31"	"DARES01_C_DA1,DARES02_C_DA2,DARES03_D_DA2,DARES04_D_DA2,DARES05_D_DA3,DARES06_E_DA2,DARES07_E_DA4,DARES08_E_DA4,DARES09_F_DA2,DARES10_F_DA3,DARES11_H_DA1,DARES12_H_DA2,DARES13_H_DA3,DARES14_H_DA3,DARES15_I_DA1,DARES16_I_DA1,DARES17_J_DA2,DARES18_L_DA3,DARES19_L_DA4,DARES20_L_DA5,WBRES01_B_WB1,WBRES02_C_WB1,WBRES03_D_WB1,WBRES04_D_WB1,WBRES05_D_WB1,WBRES06_D_WB1,WBRES07_D_WB1,WBRES08_D_WB2,WBRES09_D_WB3,WBRES10_D_WB3,WBRES11_D_WB3,WBRES12_D_WB3,WBRES13_E_WB1,WBRES14_E_WB1,WBRES15_E_WB1,WBRES16_E_WB2,WBRES17_E_WB2,WBRES18_E_WB2,WBRES19_E_WB2,WBRES20_E_WB3,WBRES21_E_WB3,WBRES22_E_WB3,WBRES23_E_WB4,WBRES24_E_WB4,WBRES25_F_WB2,WBRES26_F_WB2,WBRES27_F_WB3,WBRES28_F_WB3,WBRES29_F_WB3,WBRES30_F_WB3,WBRES31_F_WB3,WBRES32_H_WB3,WBRES33_I_WB2,WBRES34_I_WB2,WBRES35_I_WB2,WBRES36_J_WB2,WBRES37_L_WB1,WBRES38_L_WB1,WBRES39_L_WB1,WBRES40_L_WB1,WBRES41_L_WB1,WBRES42_L_WB2,WBRES43_L_WB3,WBRES44_L_WB3,WBRES45_L_WB3,WBRES46_L_WB4,WBRES47_L_WB4,WBRES48_L_WB4,WBRES49_L_WB5,WBRES50_L_WB5"
D9	27	"B_18,F_21,A_18,E_43,I_19,C_29,L_21,H_20,D_32,J_31"	"DARES01_B_DA1,DARES02_B_DA1,DARES03_C_DA1,DARES04_C_DA2,DARES05_D_DA2,DARES06_E_DA1,DARES07_E_DA4,DARES08_E_DA4,DARES09_F_DA1,DARES10_F_DA2,DARES11_F_DA2,DARES12_F_DA3,DARES13_F_DA3,DARES14_H_DA2,DARES15_H_DA2,DARES16_I_DA1,DARES17_I_DA2,DARES18_J_DA2,DARES19_L_DA4,DARES20_L_DA5,WBRES01_A_WB1,WBRES02_A_WB1,WBRES03_A_WB1,WBRES04_B_WB1,WBRES05_B_WB1,WBRES06_C_WB1,WBRES07_C_WB1,WBRES08_C_WB1,WBRES09_C_WB2,WBRES10_D_WB1,WBRES11_D_WB1,WBRES12_D_WB2,WBRES13_D_WB2,WBRES14_D_WB2,WBRES15_D_WB2,WBRES16_D_WB2,WBRES17_D_WB3,WBRES18_D_WB3,WBRES19_E_WB2,WBRES20_E_WB2,WBRES21_E_WB2,WBRES22_E_WB2,WBRES23_E_WB3,WBRES24_E_WB3,WBRES25_E_WB3,WBRES26_E_WB3,WBRES27_E_WB3,WBRES28_F_WB2,WBRES29_F_WB2,WBRES30_F_WB3,WBRES31_H_WB3,WBRES32_H_WB3,WBRES33_H_WB3,WBRES34_H_WB3,WBRES35_H_WB3,WBRES36_J_WB1,WBRES37_J_WB1,WBRES38_J_WB1,WBRES39_J_WB2,WBRES40_J_WB2,WBRES41_L_WB1,WBRES42_L_WB2,WBRES43_L_WB2,WBRES44_L_WB3,WBRES45_L_WB3,WBRES46_L_WB3,WBRES47_L_WB4,WBRES48_L_WB4,WBRES49_L_WB5,WBRES50_L_WB5"
D9	28	"B_21,F_19,A_21,E_43,I_18,C_31,L_18,H_19,D_30,J_29"	"DARES01_B_DA1,DARES02_C_DA1,DARES03_C_DA1,DARES04_C_DA2,DARES05_D_DA1,DARES06_D_DA2,DARES07_E_DA1,DARES08_E_DA1,DARES09_E_DA3,DARES10_E_DA3,DARES11_E_DA4,DARES12_F_DA2,DARES13_H_DA1,DARES14_H_DA2,DARES15_H_DA3,DARES16_J_DA1,DARES17_J_DA2,DARES18_L_DA1,DARES19_L_DA3,DARES20_L_DA5,WBRES01_A_WB1,WBRES02_A_WB1,WBRES03_B_WB1,WBRES04_B_WB1,WBRES05_B_WB1,WBRES06_B_WB1,WBRES07_C_WB1,WBRES08_C_WB1,WBRES09_C_WB1,WBRES10_C_WB1,WBRES11_C_WB2,WBRES12_D_WB1,WBRES13_D_WB1,WBRES14_D_WB1,WBRES15_D_WB3,WBRES16_D_WB3,WBRES17_D_WB3,WBRES18_D_WB3,WBRES19_E_WB1,WBRES20_E_WB1,WBRES21_E_WB2,WBRES22_E_WB2,WBRES23_E_WB3,WBRES24_E_WB3,WBRES25_E_WB3,WBRES26_E_WB3,WBRES27_E_WB4,WBRES28_F_WB2,WBRES29_F_WB3,WBRES30_F_WB3,WBRES31_F_WB3,WBRES32_H_WB3,WBRES33_H_WB3,WBRES34_H_WB3,WBRES35_H_WB3,WBRES36_I_WB2,WBRES37_I_WB2,WBRES38_I_WB2,WBRES39_J_WB1,WBRES40_J_WB1,WBRES41_L_WB1,WBRES42_L_WB1,WBRES43_L_WB2,WBRES44_L_WB2,WBRES45_L_WB2,WBRES46_L_WB2,WBRES47_L_WB4,WBRES48_L_WB4,WBRES49_L_WB5,WBRES50_L_WB5"
D9	29	"B_19,F_20,A_18,E_43,I_21,C_32,L_21,H_20,D_29,J_32"	"DARES01_C_DA1,DARES02_C_DA1,DARES03_C_DA2,DARES04_C_DA2,DARES05_D_DA2,DARES06_D_DA3,DARES07_E_DA2,DARES08_F_DA1,DARES09_F_DA1,DARES10_F_DA1,DARES11_F_DA2,DARES12_H_DA1,DARES13_H_DA2,DARES14_H_DA3,DARES15_J_DA1,DARES16_J_DA1,DARES17_L_DA1,DARES18_L_DA1,DARES19_L_DA3,DARES20_L_DA5,WBRES01_A_WB1,WBRES02_A_WB1,WBRES03_A_WB1,WBRES04_A_WB1,WBRES05_B_WB1,WBRES06_C_WB1,WBRES07_C_WB1,WBRES08_C_WB1,WBRES09_C_WB1,WBRES10_C_WB2,WBRES11_C_WB2,WBRES12_D_WB1,WBRES13_D_WB1,WBRES14_D_WB1,WBRES15_D_WB2,WBRES16_E_WB1,WBRES17_E_WB1,WBRES18_E_WB1,WBRES19_E_WB1,WBRES20_E_WB2,WBRES21_E_WB2,WBRES22_E_WB2,WBRES23_E_WB2,WBRES24_E_WB3,WBRES25_E_WB3,WBRES26_E_WB4,WBRES27_F_WB2,WBRES28_F_WB3,WBRES29_F_WB3,WBRES30_F_WB3,WBRES31_H_WB3,WBRES32_H_WB3,WBRES33_H_WB3,WBRES34_I_WB2,WBRES35_I_WB2,WBRES36_I_WB2,WBRES37_I_WB2,WBRES38_J_WB2,WBRES39_J_WB2,WBRES40_J_WB2,WBRES41_J_WB2,WBRES42_J_WB2,WBRES43_L_WB1,WBRES44_L_WB1,WBRES45_L_WB3,WBRES46_L_WB3,WBRES47_L_WB3,WBRES48_L_WB4,WBRES49_L_WB4,WBRES50_L_WB5"
D9	30	"B_21,F_20,A_20,E_39,I_20,C_30,L_19,H_19,D_27,J_32"	"DARES01_C_DA2,DARES02_D_DA1,DARES03_E_DA1,DARES04_F_DA2,DARES05_F_DA3,DARES06_F_DA3,DARES07_H_DA1,DARES08_H_DA1,DARES09_H_DA2,DARES10_I_DA2,DARES11_J_DA1,DARES12_J_DA2,DARES13_J_DA2,DARES14_J_DA2,DARES15_J_DA2,DARES16_L_DA3,DARES17_L_DA3,DARES18_L_DA4,DARES19_L_DA5,DARES20_L_DA5,WBRES01_B_WB1,WBRES02_B_WB1,WBRES03_B_WB1,WBRES04_B_WB1,WBRES05_C_WB1,WBRES06_C_WB1,WBRES07_C_WB1,WBRES08_C_WB1,WBRES09_C_WB2,WBRES10_C_WB2,WBRES11_C_WB2,WBRES12_D_WB1,WBRES13_D_WB1,WBRES14_D_WB2,WBRES15_D_WB2,WBRES16_D_WB3,WBRES17_E_WB1,WBRES18_E_WB1,WBRES19_E_WB1,WBRES20_E_WB2,WBRES21_E_WB2,WBRES22_E_WB2,WBRES23_E_WB2,WBRES24_E_WB4,WBRES25_E_WB4,WBRES26_F_WB2,WBRES27_F_WB2,WBRES28_F_WB3,WBRES29_F_WB3,WBRES30_H_WB3,WBRES31_I_WB2,WBRES32_I_WB2,WBRES33_I_WB2,WBRES34_J_WB1,WBRES35_J_WB1,WBRES36_J_WB2,WBRES37_J_WB2,WBRES38_J_WB2,WBRES39_L_WB1,WBRES40_L_WB1,WBRES41_L_WB2,WBRES42_L_WB2,WBRES43_L_WB2,WBRES44_L_WB3,WBRES45_L_WB3,WBRES46_L_WB3,WBRES47_L_WB4,WBRES48_L_WB5,WBRES49_L_WB5,WBRES50_L_WB5"
D10	1	"D_41,F_29,C_47,E_63,H_31,B_32,A_28,J_44,I_31,L_28"	"DARES01_A_DA1,DARES02_B_DA1,DARES03_B_DA1,DARES04_C_DA1,DARES05_C_DA2,DARES06_C_DA2,DARES07_C_DA2,DARES08_C_DA2,DARES09_C_DA2,DARES10_E_DA2,DARES11_E_DA3,DARES12_E_DA3,DARES13_E_DA4,DARES14_F_DA1,DARES15_F_DA2,DARES16_F_DA2,DARES17_F_DA2,DARES18_H_DA1,DARES19_H_DA3,DARES20_I_DA1,DARES21_I_DA1,DARES22_I_DA2,DARES23_J_DA1,DARES24_J_DA1,DARES25_J_DA2,DARES26_J_DA2,DARES27_L_DA3,DARES28_L_DA3,DARES29_L_DA4,DARES30_L_DA5,WBRES01_A_WB1,WBRES02_A_WB1,WBRES03_A_WB1,WBRES04_A_WB1,WBRES05_A_WB1,WBRES06_A_WB1,WBRES07_B_WB1,WBRES08_B_WB1,WBRES09_B_WB1,WBRES10_B_WB1,WBRES11_B_WB1,WBRES12_C_WB1,WBRES13_C_WB1,WBRES14_C_WB1,WBRES15_C_WB1,WBRES16_C_WB1,WBRES17_C_WB1,WBRES18_C_WB1,WBRES19_D_WB1,WBRES20_D_WB1,WBRES21_D_WB1,WBRES22_D_WB2,WBRES23_D_WB2,WBRES24_D_WB2,WBRES25_D_WB2,WBRES26_D_WB2,WBRES27_D_WB2,WBRES28_D_WB3,WBRES29_D_WB3,WBRES30_E_WB1,WBRES31_E_WB1,WBRES32_E_WB1,WBRES33_E_WB1,WBRES34_E_WB1,WBRES35_E_WB1,WBRES36_E_WB1,WBRES37_E_WB2,WBRES38_E_WB2,WBRES39_E_WB2,WBRES40_E_WB2,WBRES41_E_WB2,WBRES42_E_WB3,WBRES43_F_WB2,WBRES44_F_WB2,WBRES45_F_WB2,WBRES46_F_WB3,WBRES47_F_WB3,WBRES48_F_WB3,WBRES49_F_WB3,WBRES50_F_WB3,WBRES51_H_WB3,WBRES52_H_WB3,WBRES53_H_WB3,WBRES54_H_WB3,WBRES55_H_WB3,WBRES56_H_WB3,WBRES57_I_WB2,WBRES58_I_WB2,WBRES59_I_WB2,WBRES60_J_WB1,WBRES61_J_WB1,WBRES62_J_WB1,WBRES63_J_WB1,WBRES64_J_WB2,WBRES65_L_WB1,WBRES66_L_WB1,WBRES67_L_WB1,WBRES68_L_WB1,WBRES69_L_WB1,WBRES70_L_WB3,WBRES71_L_WB3,WBRES72_L_WB4,WBRES73_L_WB4,WBRES74_L_WB4,WBRES75_L_WB4"
